model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.975
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Indiana,5,3,8
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Iowa,1,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Kansas,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Kentucky,7,3,13
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Louisiana,1,0,2
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Maine,1,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Maryland,5,2,7
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Massachusetts,0,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Michigan,4,1,11
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Minnesota,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Mississippi,11,6,15
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Missouri,12,8,19
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Montana,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,National,780,444,1170
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Nebraska,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Nevada,9,3,21
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,New Hampshire,0,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,New Jersey,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,New Mexico,1,0,2
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,New York,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,North Carolina,45,18,88
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,North Dakota,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Ohio,3,2,6
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Oklahoma,4,2,7
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Oregon,8,6,12
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Pennsylvania,4,3,6
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Rhode Island,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,South Carolina,42,23,68
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,South Dakota,0,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Tennessee,10,6,15
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Texas,154,109,199
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Utah,12,6,19
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Vermont,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Virginia,4,2,8
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Washington,5,3,7
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,West Virginia,1,1,2
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Wisconsin,2,1,4
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Wyoming,0,0,1
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Alabama,139,123,184
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Alaska,0,0,0
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Arizona,255,129,521
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Arkansas,35,30,56
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,California,942,837,1153
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Colorado,15,14,16
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Connecticut,10,9,11
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Delaware,3,2,7
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,District of Columbia,11,9,38
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Florida,76,46,96
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Georgia,72,69,73
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Hawaii,0,0,0
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Idaho,11,8,14
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Illinois,93,86,99
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Indiana,33,29,37
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Iowa,18,12,42
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Kansas,6,5,7
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Kentucky,51,44,126
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Louisiana,42,40,48
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Maine,6,5,26
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Maryland,104,93,120
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Massachusetts,49,46,56
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Michigan,28,25,30
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Minnesota,12,10,29
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Mississippi,69,37,133
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Missouri,42,34,64
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Montana,0,0,0
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,National,3390,2789,4638
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Nebraska,19,15,19
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Nevada,22,16,41
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,New Hampshire,8,1,11
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,New Jersey,29,22,36
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,New Mexico,16,7,34
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,New York,64,55,75
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,North Carolina,147,134,169
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,North Dakota,4,2,10
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Ohio,36,30,46
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Oklahoma,11,5,13
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Oregon,18,15,41
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Pennsylvania,72,27,100
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Puerto Rico,22,19,37
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Rhode Island,10,4,18
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,South Carolina,84,56,181
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,South Dakota,11,9,15
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Tennessee,39,30,44
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Texas,378,365,402
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Utah,107,91,141
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Vermont,5,4,6
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Virginia,42,30,53
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Washington,49,44,58
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,West Virginia,5,0,18
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Wisconsin,73,66,83
Covid19Sim,2020-06-15,59 day ahead inc hosp,2020-08-12,Wyoming,0,0,1
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Alabama,101,30,323
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Alaska,1,0,9
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Arizona,230,32,950
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Arkansas,57,8,221
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,California,307,147,673
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Colorado,170,8,1117
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Connecticut,5,0,17
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Delaware,4,0,13
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,District of Columbia,6,3,17
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Florida,531,185,1732
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Georgia,361,87,1215
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Hawaii,0,0,0
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Idaho,0,0,0
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Illinois,54,13,137
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Indiana,38,18,78
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Iowa,20,7,45
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Kansas,5,2,13
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Kentucky,10,3,30
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Louisiana,40,11,122
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Maine,3,0,7
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Maryland,100,44,205
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Massachusetts,14,5,30
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Michigan,72,26,147
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Minnesota,56,13,134
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Mississippi,11,3,25
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Missouri,26,7,74
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Montana,0,0,4
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,National,2970,1751,5640
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Nebraska,16,0,107
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Nevada,13,3,57
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,New Hampshire,17,4,59
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,New Jersey,37,14,78
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,New Mexico,18,0,96
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,New York,45,18,101
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,North Carolina,61,21,135
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,North Dakota,1,0,5
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Ohio,33,12,68
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Oklahoma,7,3,21
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Oregon,23,6,79
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Pennsylvania,76,28,192
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Rhode Island,6,0,13
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,South Carolina,97,24,344
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,South Dakota,3,0,13
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Tennessee,57,13,187
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Texas,142,59,392
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Utah,27,6,84
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Vermont,0,0,0
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Virginia,21,8,47
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Washington,16,7,35
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,West Virginia,1,0,6
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Wisconsin,25,8,57
IHME,2020-06-15,58 day ahead inc hosp,2020-08-12,Wyoming,0,0,4
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Alabama,13,7,22
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Alaska,1,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Arizona,118,27,184
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Arkansas,10,4,33
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,California,184,127,245
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Colorado,1,0,2
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Connecticut,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Delaware,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,District of Columbia,0,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Florida,72,50,95
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Georgia,16,10,24
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Hawaii,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Idaho,0,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Illinois,2,1,3
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Indiana,4,3,8
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Iowa,1,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Kansas,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Kentucky,7,3,12
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Louisiana,1,0,2
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Maine,1,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Maryland,4,2,7
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Massachusetts,0,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Michigan,3,1,11
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Minnesota,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Mississippi,11,6,15
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Missouri,12,8,19
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Montana,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,National,763,432,1149
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Nebraska,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Nevada,8,3,21
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,New Hampshire,0,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,New Jersey,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,New Mexico,1,0,2
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,New York,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,North Carolina,43,17,87
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,North Dakota,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Ohio,3,2,6
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Oklahoma,4,2,7
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Oregon,8,6,12
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Pennsylvania,4,3,6
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Rhode Island,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,South Carolina,41,22,67
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,South Dakota,0,0,1
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Tennessee,10,6,15
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Texas,152,108,198
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Utah,12,6,19
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Vermont,0,0,0
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Virginia,4,2,7
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Washington,5,3,7
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,West Virginia,1,1,2
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Wisconsin,2,1,4
ERDC,2020-06-15,58 day ahead inc hosp,2020-08-12,Wyoming,0,0,1
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Alabama,139,123,184
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Alaska,0,0,0
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Arizona,254,129,523
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Arkansas,35,30,55
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,California,950,843,1167
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Colorado,15,14,16
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Connecticut,10,9,11
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Delaware,2,2,7
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,District of Columbia,11,9,38
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Florida,76,46,96
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Georgia,71,69,73
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Hawaii,0,0,0
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Idaho,11,8,14
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Illinois,92,86,98
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Indiana,33,28,36
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Iowa,18,12,42
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Kansas,6,5,7
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Kentucky,51,44,125
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Louisiana,41,40,48
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Maine,6,5,27
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Maryland,105,94,121
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Massachusetts,49,45,56
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Michigan,27,24,29
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Minnesota,12,10,29
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Mississippi,68,37,133
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Missouri,41,34,63
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Montana,0,0,0
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,National,3393,2793,4651
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Nebraska,19,15,19
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Nevada,21,16,40
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,New Hampshire,8,1,10
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,New Jersey,28,22,35
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,New Mexico,16,7,34
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,New York,63,54,74
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,North Carolina,148,135,171
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,North Dakota,4,2,10
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Ohio,35,30,45
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Oklahoma,11,4,13
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Oregon,18,15,41
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Pennsylvania,71,27,100
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Puerto Rico,22,19,37
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Rhode Island,9,4,18
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,South Carolina,84,56,182
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,South Dakota,11,9,15
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Tennessee,38,29,44
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Texas,379,365,403
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Utah,109,92,143
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Vermont,6,4,6
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Virginia,41,29,52
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Washington,49,45,58
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,West Virginia,5,0,18
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Wisconsin,73,66,84
Covid19Sim,2020-06-15,60 day ahead inc hosp,2020-08-13,Wyoming,0,0,1
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Alabama,102,29,322
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Alaska,1,0,10
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Arizona,227,30,959
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Arkansas,58,8,228
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,California,308,146,663
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Colorado,172,8,1126
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Connecticut,5,0,17
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Delaware,4,0,13
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,District of Columbia,6,3,18
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Florida,540,179,1807
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Georgia,362,91,1257
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Hawaii,0,0,0
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Idaho,0,0,0
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Illinois,54,13,134
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Indiana,39,17,83
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Iowa,20,7,46
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Kansas,5,2,13
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Kentucky,10,3,30
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Louisiana,39,10,124
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Maine,3,0,7
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Maryland,100,42,190
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Massachusetts,14,5,28
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Michigan,73,27,147
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Minnesota,57,13,136
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Mississippi,11,3,23
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Missouri,25,7,72
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Montana,0,0,4
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,National,2981,1776,5661
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Nebraska,16,0,101
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Nevada,13,3,53
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,New Hampshire,17,4,57
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,New Jersey,36,13,82
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,New Mexico,19,0,99
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,New York,45,18,105
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,North Carolina,61,20,136
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,North Dakota,1,0,5
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Ohio,34,11,72
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Oklahoma,7,3,19
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Oregon,24,6,81
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Pennsylvania,76,26,190
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Rhode Island,6,0,13
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,South Carolina,97,24,342
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,South Dakota,3,0,14
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Tennessee,57,13,183
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Texas,144,58,410
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Utah,27,6,87
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Vermont,0,0,0
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Virginia,21,8,47
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Washington,17,7,36
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,West Virginia,1,0,7
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Wisconsin,25,8,57
IHME,2020-06-15,59 day ahead inc hosp,2020-08-13,Wyoming,0,0,4
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Alabama,12,7,21
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Alaska,1,0,1
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Arizona,114,26,178
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Arkansas,10,4,32
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,California,180,123,242
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Colorado,1,0,2
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Connecticut,0,0,0
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Delaware,0,0,0
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,District of Columbia,0,0,1
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Florida,71,49,94
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Georgia,15,10,23
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Hawaii,0,0,0
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Idaho,0,0,1
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Illinois,2,1,3
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Indiana,4,3,8
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Iowa,1,0,1
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Kansas,0,0,0
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Kentucky,6,3,12
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Louisiana,1,0,2
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Maine,1,0,1
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Maryland,4,2,7
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Massachusetts,0,0,1
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Michigan,3,0,10
ERDC,2020-06-15,59 day ahead inc hosp,2020-08-13,Minnesota,0,0,0
